2005080100	0	0	0	-39.285000	15.934000	100110.000000	55.797000
2005080101	1	0	0	-39.300000	16.097000	100010.000000	56.606000
2005080102	2	0	0	-39.428000	16.241000	99972.000000	58.085000
2005080103	3	0	0	-39.529000	16.382000	99945.000000	56.856000
2005080104	4	0	0	-39.630000	16.524000	99899.000000	56.945000
2005080105	5	0	0	-39.898000	16.678000	99818.000000	57.211000
2005080106	6	0	0	-40.089000	16.745000	99826.000000	52.970000
2005080107	7	0	0	-40.337000	16.816000	99821.000000	51.868000
2005080108	8	0	0	-40.531000	16.856000	99846.000000	51.401000
2005080109	9	0	0	-40.751000	16.924000	99887.000000	48.196000
2005080110	10	0	0	-40.975000	16.939000	99939.000000	48.557000
2005080111	11	0	0	-41.172000	16.924000	99941.000000	51.113000
2005080112	12	0	0	-41.368000	16.936000	99979.000000	50.845000
2005080113	13	0	0	-41.538000	16.919000	99982.000000	50.576000
2005080114	14	0	0	-41.675000	16.981000	99946.000000	51.169000
2005080115	15	0	0	-41.839000	17.045000	99891.000000	52.529000
2005080116	16	0	0	-42.004000	17.108000	99878.000000	53.307000
2005080117	17	0	0	-42.169000	17.171000	99837.000000	54.211000
2005080118	18	0	0	-42.306000	17.232000	99776.000000	53.598000
2005080119	19	0	0	-42.440000	17.347000	99747.000000	54.981000
2005080120	20	0	0	-42.578000	17.408000	99745.000000	51.693000
2005080121	21	0	0	-42.744000	17.470000	99777.000000	51.153000
2005080122	22	0	0	-42.967000	17.508000	99833.000000	48.644000
2005080123	23	0	0	-43.191000	17.546000	99896.000000	48.473000
2005080200	24	0	0	-43.443000	17.585000	99923.000000	48.905000
2005080201	25	0	0	-43.669000	17.568000	99918.000000	50.497000
2005080202	26	0	0	-43.927000	17.498000	99896.000000	48.780000
2005080203	27	0	0	-44.100000	17.398000	99843.000000	50.427000
2005080204	28	0	0	-44.306000	17.218000	99648.000000	48.830000
2005080205	29	0	0	-44.398000	17.034000	99370.000000	48.458000
2005080206	30	0	0	-44.373000	16.952000	99294.000000	47.393000
2005080207	31	0	0	-44.345000	16.951000	99245.000000	52.339000
2005080208	32	0	0	-44.369000	17.059000	99216.000000	53.442000
2005080209	33	0	0	-44.417000	17.249000	99229.000000	54.745000
2005080210	34	0	0	-44.578000	17.444000	99276.000000	59.324000
2005080211	35	0	0	-44.769000	17.585000	99265.000000	55.359000
2005080212	36	0	0	-44.962000	17.700000	99223.000000	55.516000
2005080213	37	0	0	-45.213000	17.789000	99242.000000	56.503000
2005080214	38	0	0	-45.468000	17.771000	99218.000000	51.703000
2005080215	39	0	0	-45.639000	17.722000	99090.000000	47.703000
2005080216	40	0	0	-45.641000	17.668000	98826.000000	50.825000
2005080217	41	0	0	-45.584000	17.667000	98700.000000	53.100000
2005080218	42	0	0	-45.579000	17.828000	98272.000000	56.857000
2005080219	43	0	0	-45.771000	17.995000	98198.000000	63.682000
2005080220	44	0	0	-45.968000	18.028000	98107.000000	60.480000
2005080221	45	0	0	-46.109000	18.058000	98082.000000	58.415000
2005080222	46	0	0	-46.250000	18.089000	98112.000000	59.857000
2005080223	47	0	0	-46.362000	18.119000	98141.000000	63.939000
2005080300	48	0	0	-46.501000	18.203000	98147.000000	61.333000
2005080301	49	0	0	-46.698000	18.262000	98139.000000	65.920000
2005080302	50	0	0	-46.867000	18.292000	98099.000000	63.892000
2005080303	51	0	0	-47.065000	18.323000	98062.000000	62.284000
2005080304	52	0	0	-47.264000	18.327000	97939.000000	63.829000
2005080305	53	0	0	-47.377000	18.330000	97866.000000	63.790000
2005080306	54	0	0	-47.517000	18.413000	97758.000000	66.936000
2005080307	55	0	0	-47.715000	18.470000	97631.000000	66.184000
2005080308	56	0	0	-47.886000	18.446000	97528.000000	71.736000
2005080309	57	0	0	-47.970000	18.501000	97458.000000	71.807000
2005080310	58	0	0	-48.168000	18.557000	97214.000000	84.628000
2005080311	59	0	0	-48.253000	18.558000	96910.000000	85.687000
2005080312	60	0	0	-48.423000	18.641000	96783.000000	89.161000
2005080313	61	0	0	-48.564000	18.696000	96546.000000	89.508000
2005080314	62	0	0	-48.734000	18.779000	96403.000000	91.675000
2005080315	63	0	0	-48.847000	18.887000	96231.000000	91.960000
2005080316	64	0	0	-49.045000	19.024000	95909.000000	96.471000
2005080317	65	0	0	-49.272000	19.133000	95775.000000	103.020000
2005080318	66	0	0	-49.444000	19.160000	95616.000000	101.020000
2005080319	67	0	0	-49.615000	19.188000	95373.000000	98.596000
2005080320	68	0	0	-49.757000	19.269000	95366.000000	103.750000
2005080321	69	0	0	-49.929000	19.350000	95246.000000	104.990000
2005080322	70	0	0	-50.100000	19.404000	95247.000000	97.495000
2005080323	71	0	0	-50.272000	19.485000	95199.000000	98.345000
2005080400	72	0	0	-50.472000	19.592000	95120.000000	100.490000
2005080401	73	0	0	-50.673000	19.672000	95131.000000	100.120000
2005080402	74	0	0	-50.932000	19.752000	95232.000000	101.400000
2005080403	75	0	0	-51.162000	19.831000	95190.000000	108.410000
2005080404	76	0	0	-51.392000	19.883000	95101.000000	97.512000
2005080405	77	0	0	-51.622000	19.962000	95047.000000	98.870000
2005080406	78	0	0	-51.882000	20.040000	94952.000000	101.100000
